شناسه,نوع,"شناسه محصول","نام ویژگی 1","مقدار ویژگی 1","ویژگی 1 قابل مشاهده است","ویژگی سراسری 1","نام ویژگی 2","مقدار ویژگی 2","ویژگی 2 قابل مشاهده است","ویژگی سراسری 2","نام ویژگی 3","مقدار ویژگی 3","ویژگی 3 قابل مشاهده است","ویژگی سراسری 3","نام ویژگی 4","مقدار ویژگی 4","ویژگی 4 قابل مشاهده است","ویژگی سراسری 4","نام ویژگی 5","مقدار ویژگی 5","ویژگی 5 قابل مشاهده است","ویژگی سراسری 5","نام ویژگی 6","مقدار ویژگی 6","ویژگی 6 قابل مشاهده است","ویژگی سراسری 6","متا: rank_math_internal_links_processed","متا: __is_newly_created_product","متا: _wp_page_template","متا: __first_variation_id","نام ویژگی 7","مقدار ویژگی 7","ویژگی 7 قابل مشاهده است","ویژگی سراسری 7","نام ویژگی 8","مقدار ویژگی 8","ویژگی 8 قابل مشاهده است","ویژگی سراسری 8","متا: rank_math_seo_score","متا: _prk_selectsizeguide","متا: product_facke_brand_show","متا: product_return_show","متا: special_send_box_single","متا: product_granti_show","متا: product_Original_show","متا: onsales_round","متا: product_hamta_show","متا: product_facke_brand_text","متا: product_return_text","متا: product_hamta_text","متا: progress_sales","متا: prk_add_to_cart_label","متا: prk_product_label","متا: en_pro_name","متا: product_english_name","متا: prk_product_featured_attributes","متا: date_send_pro"
8157,variation,"3868-honey - design 9",رنگ,"عسلی طرح 9",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158,variation,"3868-honey - design 12",رنگ,"عسلی طرح 12",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,variation,"3868-honey - design 8",رنگ,"عسلی طرح 8",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,variation,"3868-honey - design 2",رنگ,"عسلی طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161,variation,"3868-honey - design 14",رنگ,"عسلی طرح 14",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,variation,"3868-honey - design 3",رنگ,"عسلی طرح 3",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,variation,"3868-honey pattern 10",رنگ,"عسلی طرح 10",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,variation,"3868-honey pattern 11",رنگ,"عسلی طرح 11",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,variation,"3868-honey pattern 4",رنگ,"عسلی طرح 4",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,variation,"3868-honey pattern 5",رنگ,"عسلی طرح 5",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,variation,"3868-honey pattern 6",رنگ,"عسلی طرح 6",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,variation,"3868-honey pattern 7",رنگ,"عسلی طرح 7",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13179,variation,"3868-honey - design 1",رنگ,"عسلی طرح 1",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13180,variation,"3868-honey pattern 13",رنگ,"عسلی طرح 13",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165,variation,"3871-black gucci - hot stamped",رنگ,"مشکی گوچی داغی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,variation,"3871-brown gucci - small logo",رنگ,"قهوه ای گوچی ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167,variation,"3871-black louis vuitton - large logo",رنگ,"مشکی لویی ویتون درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,variation,3871-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172,variation,"3871-white dior",رنگ,"سفید دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,variation,"3871-black michael kors - small logo",رنگ,"مشکی MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,variation,"3871-stone black",رنگ,"مشکی سنگی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,variation,"3871-black checkered",رنگ,"مشکی چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,variation,"3871-brown checkered",رنگ,"قهوه ای چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,variation,"3871-black louis vuitton - small logo",رنگ,"مشکی LV ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,variation,"3871-white patterned",رنگ,"سفید طرح دار",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,variation,"3871-gold leopard",رنگ,"طلائی پلنگی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,variation,"3871-dark gray gucci small",رنگ,"طوسی تیره گوچی ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205,variation,"3871-brown patterned",رنگ,"قهوه ای طرح دار",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206,variation,"3871-black lv large",رنگ,"مشکی LV درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,variation,"3871-black patterned",رنگ,"مشکی طرح دار",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190,variation,"4547-black lizard pattern",رنگ,"مشکی لیزارد",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,variation,"4547-brown louis vuitton - large logo",رنگ,"قهوه ای LV درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,variation,"4547-white dior",رنگ,"سفید دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,variation,"4547-cream checkered",رنگ,"کرم چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188,variation,"4547-white michael kors - small logo",رنگ,"سفید MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,variation,"4547-black givenchy",رنگ,"مشکی جیوانچی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8191,variation,"4547-black louis vuitton - hot stamped",رنگ,"مشکی لویی ویتون داغی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,variation,"4547-stone black",رنگ,"مشکی سنگی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,variation,"4547-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,variation,"4547-honey fendi",رنگ,"عسلی فندی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,variation,"4547-light cream hemp",رنگ,"کرم روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,variation,"4590-light gray",رنگ,"طوسی روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,variation,4590-pink,رنگ,صورتی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,variation,4590-burgundy,رنگ,زرشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,variation,"4590-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,variation,4590-orange,رنگ,نارنجی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201,variation,4590-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,variation,4590-yellow,رنگ,زرد,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,variation,4590-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,variation,4590-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,variation,"4634-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,variation,"4634-burgundy shrang",رنگ,"زرشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,variation,"4634-honey shrang",رنگ,"عسلی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,variation,"4634-nescafe shrang",رنگ,"نسکافه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9243,variation,"4634-lilac shrang",رنگ,"یاسی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,variation,"4646-white dior",رنگ,"سفید دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217,variation,"4646-cream checkered",رنگ,"کرم چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,variation,"4646-brown jute",رنگ,"قهوه ای کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220,variation,"4646-black givenchy",رنگ,"مشکی جیوانچی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,variation,"4646-brown louis vuitton - small logo",رنگ,"قهوه ای LV ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,variation,"4646-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,variation,"4646-honey fendi",رنگ,"عسلی فندی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,variation,"4646-cream piazi",رنگ,"کرم پیچازی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,variation,"4646-white camouflage",رنگ,"سفید پیچازی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221,variation,"4646-white michael kors - small logo",رنگ,"سفید MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,variation,"4650-black jute",رنگ,"مشکی کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,variation,"4650-dark gray hemp",رنگ,"طوسی تیره کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,variation,"4650-caramel hemp",رنگ,"کاراملی کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,variation,"4658-white jute",رنگ,"سفید کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232,variation,"4658-black jute",رنگ,"مشکی کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,variation,"4658-green hemp",رنگ,"سبز کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,variation,"4658-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,variation,"4659-coffee jute",رنگ,"نسکافه ای کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,variation,"4659-light cream hemp",رنگ,"کرم روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,variation,"4659-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,variation,"4666-black jute",رنگ,"مشکی کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,variation,"4666-coffee jute",رنگ,"نسکافه ای کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,variation,"4666-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,variation,"4666-light cream hemp",رنگ,"کرم روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,variation,"4668-light gray - design 7",رنگ,"طوسی روشن طرح 7",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,variation,"4668-coffee - design 4",رنگ,"نسکافه ای طرح 4",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,variation,"4668-coffee - design 1",رنگ,"نسکافه ای طرح 1",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,variation,"4668-coffee - design 2",رنگ,"نسکافه ای طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,variation,"4668-light gray - design 9",رنگ,"طوسی روشن طرح 9",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,variation,"4668-coffee - design 3",رنگ,"نسکافه ای طرح 3",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,variation,"4668-coffee - design 6",رنگ,"نسکافه ای طرح 6",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,variation,"4668-light gray pattern 8",رنگ,"طوسی روشن طرح 8",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,variation,"4668-nescafe pattern 10",رنگ,"نسکافه ای طرح 10",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,variation,"4668-nescafe pattern 5",رنگ,"نسکافه ای طرح 5",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,variation,4669-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,variation,4669-white,رنگ,سفید,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,variation,"4670-black & coffee",رنگ,"مشکی نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,variation,"4670-light cream",رنگ,"کرم روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,variation,"4670-brown jute",رنگ,"قهوه ای کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261,variation,"4670-coffee jute",رنگ,"نسکافه ای کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,variation,"4670-dark gray hemp",رنگ,"طوسی تیره کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,variation,"4670-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,variation,"4672-fabric black",رنگ,"مشکی پارچه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,variation,"4672-brown barbery",رنگ,"قهوه ای Barbery",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,variation,"4672-caramel barbery",رنگ,"کاراملی Barbery",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,variation,"4672-cream barbery",رنگ,"کرم Barbery",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,variation,"4674-caramel barbery",رنگ,"کاراملی Barbery",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,variation,"4674-cream barbery",رنگ,"کرم Barbery",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,variation,"4686-fabric black",رنگ,"مشکی پارچه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,variation,"4686-navy fabric",رنگ,"سرمه ای پارچه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,variation,"4688-navy fabric",رنگ,"سرمه ای پارچه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,variation,"4688-fabric black",رنگ,"مشکی پارچه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,variation,"4702-black michael kors - small logo",رنگ,"مشکی MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,variation,"4702-cream louis vuitton - large logo",رنگ,"کرم LV درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,variation,"4702-cream checkered",رنگ,"کرم چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,variation,"4702-white louis vuitton - small logo",رنگ,"سفید LV ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,variation,"4702-white michael kors - small logo",رنگ,"سفید MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,variation,"4702-black michael kors - large logo",رنگ,"مشکی MK درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,variation,"4702-cream dior",رنگ,"کرم دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,variation,"4708-light gray",رنگ,"طوسی روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,variation,4708-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,variation,4708-pink,رنگ,صورتی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,variation,"4708-light cream",رنگ,"کرم روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,variation,4708-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,variation,4708-white,رنگ,سفید,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13185,variation,4708-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13186,variation,4708-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,variation,4708-blue,رنگ,آبی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,variation,4708-burgundy,رنگ,زرشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13183,variation,"4708-pistachio green",رنگ,"سبز مغز پسته ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13184,variation,"4708-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,variation,4709-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,variation,"4709-light cream",رنگ,"کرم روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,variation,4709-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,variation,4709-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13187,variation,4709-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,variation,4710-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,variation,4710-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,variation,4710-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189,variation,"4710-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,variation,"4710-light gray",رنگ,"طوسی روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,variation,"4710-sage green",رنگ,"سبز سدری",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,variation,"4710-dark gray",رنگ,"طوسی تیره",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,variation,4710-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,variation,4710-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11660,variation,"4711-mustard yellow dragon",رنگ,"زرد خردلی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11661,variation,"4711-green dragon",رنگ,"سبز دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662,variation,"4711-cedar green dragon",رنگ,"سبز سدری دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11663,variation,"4711-crimson dragon",رنگ,"سرخابی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11664,variation,"4711-white dragon",رنگ,"سفید دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11665,variation,"4711-light gray dragon",رنگ,"طوسی روشن دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11666,variation,"4711-honey dragon",رنگ,"عسلی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11667,variation,"4711-cream dragon",رنگ,"کرم دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11668,variation,"4711-black dragon pattern",رنگ,"مشکی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11669,variation,"4711-orange dragon",رنگ,"نارنجی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11670,variation,"4711-nescafe dragon",رنگ,"نسکافه ای دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11671,variation,"4711-lilac dragon",رنگ,"یاسی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11657,variation,,رنگ,"آبی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
